EGID;IDPADR;ADRESSE;COMMUNE;DESTINATION;SOURCE_CHALEUR;NBRE_PRENEUR;DIFC;SOUMIS_AU_CALCUL;PARTICIP_EAU_CHAUDE;CALCUL_SAISON;AVANT_93;ANNEE;SRE;INDICE;CONSOM_TOTALE;CONSO_CORRIGEE;EMISSION_CO2;AGENT_1;QUANTITE_AGENT_1;AGENT_2;QUANTITE_AGENT_2;AGENT_3;QUANTITE_AGENT_3;DATE_SAISIE;SHAPE.AREA;SHAPE.LEN
1016231.0;930225009003.0;Rue DAUBIN 31;Genève-Petit-Saconnex;Hab plusieurs logements;;43;Non;Oui;0.3;Oui;Oui;2010;4149.0;359;1491223;1489491.0;82017;Gaz. en [kWh]. à 3.3 [MJpci / kWhpcs];451886;;;;;20101101;663.11885;108.84795229281102
2039592.0;930225015066.0;Rue Charles-HUMBERT 8;Genève-Plainpalais;Habitation - activités;;11;Non;Oui;0.0;Oui;Oui;2010;1069.0;358;383582;382702.0;21097;Gaz. en [kWh]. à 3.3 [MJpci / kWhpcs];116237;;;;;20110629;189.80345;55.37855468534109
1011332.0;930225010668.0;Rue Louis-FAVRE 21;Genève-Cité;Hab plusieurs logements;;20;Non;Oui;0.27;Oui;Oui;2010;1161.0;541;628135;628101.0;34547;Gaz. en [kWh]. à 3.3 [MJpci / kWhpcs];190344;;;;;20110825;232.32590000000002;63.7972359893174
1012367.0;930225009614.0;Avenue Henri-DUNANT 15;Genève-Plainpalais;Hab. - rez activités;;15;Non;Oui;0.3;Oui;Oui;2010;1659.0;422;701064;700098.0;51177;Mazout. en [litres]. à 36 [MJ / litre];19474;;;;;20110131;349.58305;78.2870885172828
11522405.0;950726172653.0;Rue de La-Tambourine 72;Carouge;Résidence meublée;;0;Non;Non;0.3;Oui;Non;2009;1196.0;346;404640;413816.0;29538;Mazout. en [litres]. à 36 [MJ / litre];11240;;;;;20090728;246.2364;64.1236287870554
2375072.0;940607171829.0;Rue FERRIER 19;Genève-Petit-Saconnex;Hab. - rez activités;;10;Non;;0.3;Oui;Non;2010;1111.0;422;469404;468842.0;34266;Mazout. en [litres]. à 36 [MJ / litre];13039;;;;;20110215;252.47315;66.3288458080082
1011339.0;930225010676.0;Rue Louis-FAVRE 31;Genève-Cité;Hab. - rez activités;;18;Non;Oui;0.28;Oui;Oui;2010;3461.0;334;1157445;1155974.0;63659;Gaz. en [kWh]. à 3.3 [MJpci / kWhpcs];350741;;;;;20110825;215.77305;75.3029433531876
1020077.0;930225013355.0;Route du Grand-Lancy 29;Lancy;Hab plusieurs logements;;9;Non;Oui;0.3;Oui;Oui;2010;578.0;636;367787;367608.0;24849;Mazout. en [litres]. à 36 [MJ / litre];7132;Gaz. en [kWh]. à 3.3 [MJpci / kWhpcs];33647;;;20101118;171.6318;53.354103899772596
1014081.0;930225019574.0;Rue de Montchoisy 74;Genève-Eaux-Vives;Hab plusieurs logements;;17;Non;Oui;0.3;Non;Oui;2010;2589.0;447;1202318;1157283.0;66127;Gaz. en [kWh]. à 3.3 [MJpci / kWhpcs];364339;;;;;20110225;285.36295;67.8693603708991
1016634.0;930225002369.0;Rue du Beulet 5;Genève-Petit-Saconnex;Hab plusieurs logements;;23;Non;Oui;0.3;Oui;Oui;2010;2516.0;465;1170140;1169940.0;64357;Gaz. en [kWh]. à 3.3 [MJpci / kWhpcs];354588;;;;;20110411;248.46120000000002;63.6302579932352
1013285.0;930225031832.0;Boulevard Carl-VOGT 9;Genève-Plainpalais;Hab. - rez activités;;14;Non;Oui;0.0;Oui;Oui;2010;818.0;502;411110;410636.0;22611;Gaz. en [kWh]. à 3.3 [MJpci / kWhpcs];124579;;;;;20101006;123.36495;45.5966637448233
1010583.0;930225025977.0;Rue de Saint-Léger 28;Genève-Cité;Hab. - rez activités;;20;Non;Oui;0.3;Non;Oui;2010;2212.0;327;751142;723324.0;41312;Gaz. en [kWh]. à 3.3 [MJpci / kWhpcs];227619;;;;;20110531;463.66920000000005;136.528939579345
1012643.0;930225007044.0;Boulevard de la Cluse 71;Genève-Plainpalais;Habitation - activités;;26;Non;Oui;0.3;Oui;Oui;2010;1733.0;615;1066608;1065795.0;77862;Mazout. en [litres]. à 36 [MJ / litre];29628;;;;;20110524;254.02345;64.6972651096652
1002033.0;930225035382.0;Rue de Bernex 298;Bernex;Hab plusieurs logements;;9;Non;Oui;0.3;Oui;Oui;2006;656.0;623;417096;408688.0;30448;Mazout. en [litres]. à 36 [MJ / litre];11586;;;;;20061122;246.19770000000003;71.1032845415401
2042836.0;930225012397.0;Rue de Genève 97;Thônex;Commerce;;2;Non;;0.3;Oui;Oui;2008;259.0;480;122352;124320.0;8931;Mazout ultra-léger. en [litres]. à 34.7 [MJ / litre];3526;;;;;20080930;263.1856;64.9641560183377
1011763.0;930225010411.0;Rue Adhémar-FABRI 4;Genève-Cité;Hab. - rez activités;;23;Non;Oui;0.22;Oui;Oui;2010;1960.0;421;824940;825160.0;60220;Mazout. en [litres]. à 36 [MJ / litre];22915;;;;;20110825;275.10635;67.4726387287358
1012070.0;930225021394.0;Avenue PESCHIER 20;Genève-Plainpalais;Hab plusieurs logements;;27;Non;Oui;0.3;Oui;Oui;2010;2530.0;482;1219392;1219460.0;89015;Mazout. en [litres]. à 36 [MJ / litre];33872;;;;;20100809;348.6171;77.85471349118379
1027752.0;930225006607.0;Route de Choulex 2;Vandoeuvres;Habitation - activités;;4;Non;;0.3;Oui;Oui;2010;893.0;504;450000;450072.0;32850;Mazout. en [litres]. à 36 [MJ / litre];12500;;;;;20111025;278.65125;72.48107495138389
1021563.0;930225012877.0;Rue de la Golette 14;Meyrin;Hab plusieurs logements;;8;Non;Oui;0.27;Oui;Oui;2010;690.0;571;394168;393990.0;21679;Gaz. en [kWh]. à 3.3 [MJpci / kWhpcs];119445;;;;;20100818;177.77120000000002;54.2355523749465
2038396.0;930225025593.0;Boulevard de Saint-Georges 72;Genève-Plainpalais;Bureaux;;29;Non;Oui;0.3;Oui;Oui;2010;4637.0;297;1380240;1377189.0;100757;Mazout. en [litres]. à 36 [MJ / litre];38340;;;;;20101130;511.3709;93.7235015276749
2043133.0;930903142638.0;Chemin des Myosotis 14;Vernier;Hab plusieurs logements;;10;Non;Non;0.3;Oui;Non;2010;831.0;465;386769;386415.0;21272;Gaz. en [kWh]. à 3.3 [MJpci / kWhpcs];117203;;;;;20110223;222.6079;62.4031262183971
295112949.0;40227140026.0;Route du Vélodrome 92;Plan-les-Ouates;Hab plusieurs logements;;8;Non;Non;0.3;Oui;Non;2010;910.0;328;298758;298480.0;16431;Gaz. en [kWh]. à 3.3 [MJpci / kWhpcs];90533;;;;;20110221;224.83925;62.988193872899494
1013818.0;930225025956.0;Rue Saint-Laurent 6;Genève-Eaux-Vives;Hab. - rez activités;;12;Non;Oui;0.33;Oui;Oui;2010;1258.0;377;475180;474266.0;26134;Gaz. en [kWh]. à 3.3 [MJpci / kWhpcs];143994;;;;;20110825;243.87445;65.2948374994882
1016124.0;930225016021.0;Rue LAMARTINE 18;Genève-Petit-Saconnex;Hab plusieurs logements;;21;Non;Oui;0.3;Oui;Oui;2010;1578.0;538;849636;848964.0;62023;Mazout. en [litres]. à 36 [MJ / litre];23601;;;;;20100816;218.196;59.085913751669196
2040547.0;930225048291.0;Square Clair-Matin 32;Lancy;Hab plusieurs logements;;12;Non;Oui;0.3;Oui;Oui;2010;979.0;460;450423;450340.0;24773;Gaz. en [kWh]. à 3.3 [MJpci / kWhpcs];136492;;;;;20110216;206.57035;74.89582382690101
1012267.0;930225018959.0;Avenue de Miremont 42;Genève-Plainpalais;Hab plusieurs logements;;15;Non;Oui;0.35000000000000003;Oui;Oui;2010;1736.0;582;1010516;1010352.0;55578;Gaz. en [kWh]. à 3.3 [MJpci / kWhpcs];306217;;;;;20100809;260.85535;67.4722357817664
1024889.0;930225001649.0;Chemin de la Bâtiule 12;Puplinge;Hab plusieurs logements;;4;Non;;0.36;Oui;Oui;2010;278.0;540;150120;150120.0;10958;Mazout. en [litres]. à 36 [MJ / litre];4170;;;;;20110321;124.0604;47.93973138372569
1013858.0;930225021892.0;Avenue PICTET-De-ROCHEMONT 24;Genève-Eaux-Vives;Hab. - rez activités;;15;Non;Oui;0.3;Oui;Oui;2010;2930.0;327;958356;958110.0;69959;Mazout. en [litres]. à 36 [MJ / litre];26621;;;;;20100818;375.2248;82.7049426509276
1021537.0;930225012650.0;Rue GILBERT 18;Meyrin;Hab plusieurs logements;;15;Oui;Oui;0.3;Oui;Oui;2010;1413.0;547;774072;772911.0;56507;Mazout. en [litres]. à 36 [MJ / litre];21502;;;;;20100901;240.99115;63.9384587690043
1016392.0;930225032269.0;Avenue WENDT 39;Genève-Petit-Saconnex;Hab. - rez activités;;14;Non;Oui;0.3;Oui;Oui;2010;917.0;537;492480;492429.0;35951;Mazout. en [litres]. à 36 [MJ / litre];13680;;;;;20101116;171.29745;52.173442213606194
2036473.0;930225041082.0;Chemin Frank-THOMAS 54;Cologny;Habitation - activités;;21;Non;Oui;0.3;Oui;Oui;2010;1572.0;346;544731;543912.0;29960;Gaz. en [kWh]. à 3.3 [MJpci / kWhpcs];165070;;;;;20100922;358.32945;77.80447787916009
1005893.0;930225021118.0;Rue PEILLONNEX 30;Chêne-Bourg;Hab. - rez activités;;15;Non;Oui;0.3;Oui;Oui;2010;1313.0;490;643752;643370.0;46993;Mazout. en [litres]. à 36 [MJ / litre];17882;;;;;20101206;252.33075;65.39512693465869
1013459.0;930225004118.0;Place CAMOLETTI 6;Genève-Eaux-Vives;Bureaux;;11;Non;Oui;0.3;Non;Oui;2010;3852.0;214;858874;824328.0;47238;Gaz. en [kWh]. à 3.3 [MJpci / kWhpcs];260265;;;;;20110420;872.64115;130.090227425633
295094793.0;930225045394.0;Avenue PICTET-De-ROCHEMONT 33BIS;Genève-Eaux-Vives;Habitation - activités;;34;Non;Oui;0.3;Oui;Oui;2010;1252.0;522;653580;653544.0;47711;Mazout. en [litres]. à 36 [MJ / litre];18155;;;;;20110629;655.56395;121.32261738699201
1016003.0;930225027393.0;Avenue SORET 4;Genève-Petit-Saconnex;Hab plusieurs logements;;20;Non;Oui;0.05;Oui;Oui;2010;1317.0;488;642960;642696.0;46936;Mazout. en [litres]. à 36 [MJ / litre];17860;;;;;20120927;178.06844999999998;54.379408057250295
1009287.0;930225015168.0;Chemin des Hutins 23;Confignon;Habitation un logement;;1;Non;;0.3;Oui;Oui;1995;563.0;715;374688;402545.0;27352;Mazout. en [litres]. à 36 [MJ / litre];10408;;;;;;62.6036;33.3552221137071
1011689.0;930225022483.0;Rue Philippe-PLANTAMOUR 31;Genève-Cité;Hab plusieurs logements;;15;Non;Oui;0.3;Oui;Oui;2010;1473.0;565;832362;832245.0;45779;Gaz. en [kWh]. à 3.3 [MJpci / kWhpcs];252231;;;;;20110217;210.89035;58.1513731649915
2037549.0;930225034227.0;Rue Guillaume-De-MARCOSSAY 14;Genève-Plainpalais;Bureaux;;0;Non;;0.3;Oui;Oui;2010;705.0;577;406764;406785.0;29693;Mazout. en [litres]. à 36 [MJ / litre];11299;;;;;20100726;182.9079;60.1847411194089
1010049.0;930225022351.0;Route de La-Plaine 103;Dardagny;Hab plusieurs logements;;8;Non;Oui;0.3;Non;Oui;2010;702.0;796;580230;558792.0;41547;Mazout. en [litres]. à 36 [MJ / litre];14868;Gaz. en [kWh]. à 3.3 [MJpci / kWhpcs];13631;;;20110629;206.55425;60.5303644716831
295092648.0;70104150228.0;Rue de Coutance 8BIS;Genève-Cité;Hab plusieurs logements;;0;Non;Non;0.3;Non;Non;2010;1209.0;515;646169;622635.0;35539;Gaz. en [kWh]. à 3.3 [MJpci / kWhpcs];195809;;;;;20110407;258.1973;70.5144196992351
295050213.0;971031084031.0;Rue ROTHSCHILD 67;Genève-Petit-Saconnex;Hab plusieurs logements;;18;Non;Non;0.3;Oui;Non;2010;1796.0;320;576242;574720.0;31693;Gaz. en [kWh]. à 3.3 [MJpci / kWhpcs];174619;;;;;20100925;227.67235;63.49290494079629
1010132.0;930225014998.0;Rue de Hesse 6;Genève-Cité;Habitation - activités;;15;Non;Oui;0.3;Oui;Oui;2010;2199.0;485;1066716;1066515.0;77870;Mazout. en [litres]. à 36 [MJ / litre];29631;;;;;20110405;340.82320000000004;77.4959986953841
1011273.0;930225018771.0;Rue du Midi 4;Genève-Cité;Hab plusieurs logements;;9;Non;Oui;0.38;Oui;Oui;2010;540.0;700;378226;378000.0;20802;Gaz. en [kWh]. à 3.3 [MJpci / kWhpcs];114614;;;;;20110928;180.2003;54.0232440238553
1012155.0;930225008408.0;Chemin des Crêts-de-Champel 32;Genève-Plainpalais;Hab plusieurs logements;;26;Non;Oui;0.3;Non;Oui;2010;3213.0;476;1589724;1529388.0;116049;Mazout. en [litres]. à 36 [MJ / litre];44159;;;;;20110223;490.48940000000005;89.98034378457419
1030136.0;930225036072.0;Grand-Montfleury 50;Versoix;Hab plusieurs logements;;46;Non;Oui;0.3;Oui;Oui;2010;5468.0;466;2551356;2548088.0;186248;Mazout. en [litres]. à 36 [MJ / litre];70871;;;;;20100726;651.78075;103.55179782412301
1003149.0;930225008876.0;Rue Jacques-DALPHIN 29BIS;Carouge;Hab. - rez activités;;8;Non;Oui;0.3;Oui;Oui;2010;752.0;585;440316;439920.0;32143;Mazout. en [litres]. à 36 [MJ / litre];12231;;;;;20100817;200.01785;59.328560924162694
1013181.0;930225026172.0;Avenue de Sainte-Clotilde 17;Genève-Plainpalais;Hab. - rez activités;;34;Non;Oui;0.3;Oui;Oui;2010;2538.0;537;1362708;1362906.0;99477;Mazout. en [litres]. à 36 [MJ / litre];37853;;;;;20100907;323.26265;90.4369498798648
1021801.0;930225035583.0;Chemin de la Traille 21;Onex;Hab plusieurs logements;;9;Non;Oui;0.3;Oui;Oui;2010;721.0;563;406252;405923.0;25142;Mazout. en [litres]. à 36 [MJ / litre];7985;CADIOM. en [kWh]. à 3.6 [MJ / kWh];32998;;;20110527;249.01340000000002;63.2250367602083
1025884.0;930225035709.0;Route de Rougemont 57;Soral;Hab. deux logements;;4;Non;;0.3;Oui;Oui;2010;553.0;514;284688;284242.0;20782;Mazout. en [litres]. à 36 [MJ / litre];7908;;;;;20101025;104.9102;43.0232772591832
1003486.0;930225019722.0;Rue des Moraines 7;Carouge;Hab plusieurs logements;;12;Non;Oui;0.0;Oui;Oui;2010;1094.0;477;522000;521838.0;38106;Mazout. en [litres]. à 36 [MJ / litre];14500;;;;;20100831;178.29665;57.942053202697004
1012896.0;930225000917.0;Quai des Arénières 4;Genève-Plainpalais;Habitation - activités;;32;Non;Oui;0.3;Oui;Oui;2010;2326.0;806;1876068;1874756.0;136952;Mazout. en [litres]. à 36 [MJ / litre];52113;;;;;20101019;320.8797;72.84233199703951
295112056.0;60327113737.0;Chemin de l'Ecu 7;Vernier;Hab plusieurs logements;;0;Non;Non;0.3;Oui;Non;2010;1473.0;354;522119;521442.0;28716;Gaz. en [kWh]. à 3.3 [MJpci / kWhpcs];158218;;;;;20110629;257.00195;67.6869739414196
1011078.0;930225032113.0;Rue du Vuache 7;Genève-Cité;Hab plusieurs logements;;25;Non;Oui;0.3;Oui;Oui;2010;1657.0;452;749772;748964.0;54733;Mazout. en [litres]. à 36 [MJ / litre];20827;;;;;20100806;227.03060000000002;60.4224394923316
1006317.0;930225018511.0;Chemin de la Messin 5;Choulex;Hab plusieurs logements;;7;Non;Oui;0.25;Non;Oui;2010;920.0;550;526950;506000.0;28982;Gaz. en [kWh]. à 3.3 [MJpci / kWhpcs];159682;;;;;20110815;427.14265;119.74548338078401
295010197.0;970903120649.0;Chemin des Avallons 33;Anières;Hab plusieurs logements;;8;Non;Non;0.3;Oui;Non;2010;707.0;463;327852;327341.0;23933;Mazout. en [litres]. à 36 [MJ / litre];9107;;;;;20110615;178.4471;55.920017298046595
1013148.0;930225009851.0;Rue de l'Ecole-de-Médecine 14;Genève-Plainpalais;Hab. - rez activités;;24;Non;Oui;0.3;Oui;Oui;2010;1972.0;397;783654;782884.0;43100;Gaz. en [kWh]. à 3.3 [MJpci / kWhpcs];237471;;;;;20101108;328.44755;82.35070131061791
1028507.0;930225027140.0;Rue Jean-SIMONET 9;Vernier;Hab plusieurs logements;;41;Non;Oui;0.3;Oui;Oui;2010;2538.0;673;1709892;1708074.0;124822;Mazout. en [litres]. à 36 [MJ / litre];47497;;;;;20100726;699.2515000000001;123.85576326278002
295020043.0;981222091404.0;Chemin de Carabot 27B;Bernex;Hab plusieurs logements;;6;Non;Non;0.4;Oui;Non;2010;779.0;370;288248;288230.0;15853;Gaz. en [kWh]. à 3.3 [MJpci / kWhpcs];87348;;;;;20100922;285.8131;67.7198653590651
1012570.0;930225016743.0;Rue LOMBARD 4;Genève-Plainpalais;Hab plusieurs logements;;16;Non;Oui;0.0;Oui;Oui;2010;1236.0;339;418896;419004.0;30579;Mazout. en [litres]. à 36 [MJ / litre];11636;;;;;20110323;240.512;62.5036681015176
1021671.0;930225035570.0;Chemin de la Traille 7;Onex;Hab plusieurs logements;;9;Non;Oui;0.3;Oui;Oui;2010;721.0;563;406252;405923.0;25142;Mazout. en [litres]. à 36 [MJ / litre];7985;CADIOM. en [kWh]. à 3.6 [MJ / kWh];32998;;;20100802;259.57115;65.5166905788235
1020050.0;930225031308.0;Chemin des Vignes 3;Lancy;Hab plusieurs logements;;10;Non;Oui;0.3;Oui;Oui;2010;478.0;431;206342;206018.0;11348;Gaz. en [kWh]. à 3.3 [MJpci / kWhpcs];62528;;;;;20101216;93.46074999999999;38.7477784500038
1013326.0;930225013240.0;Rue du Grand-Bureau 27;Genève-Plainpalais;Hab plusieurs logements;;20;Non;Oui;0.35000000000000003;Oui;Oui;2010;1372.0;464;637308;636608.0;46523;Mazout. en [litres]. à 36 [MJ / litre];17703;;;;;20100811;203.44490000000002;60.3128861650599
1021077.0;930225003606.0;Chemin du Bournoud 19;Meyrin;Hab plusieurs logements;;13;Non;Oui;0.3;Oui;Oui;2010;1256.0;511;641916;641816.0;46859;Mazout. en [litres]. à 36 [MJ / litre];17831;;;;;20100811;262.26035;65.7294456397012
2043190.0;930225005926.0;Avenue de Châtelaine 91A;Vernier;Habitation - activités;;3;Non;;0.3;Oui;Oui;2010;714.0;398;284652;284172.0;20779;Mazout. en [litres]. à 36 [MJ / litre];7907;;;;;20100901;354.44425;85.3175933485727
1021585.0;930225023879.0;Rue de la Prulay 2;Meyrin;Hab plusieurs logements;;10;Oui;Oui;0.3;Oui;Oui;2010;1023.0;547;560412;559581.0;40910;Mazout. en [litres]. à 36 [MJ / litre];15567;;;;;20100901;252.33805;64.4444737455434
1017579.0;930225031348.0;Chemin Auguste-VILBERT 9;Grand-Saconnex;Hab plusieurs logements;;12;Non;Oui;0.3;Oui;Oui;2010;835.0;1229;1026216;1026215.0;74913;Mazout. en [litres]. à 36 [MJ / litre];28506;;;;;20100716;315.3684;73.07085165019059
1016168.0;930225005675.0;Rue des Charmilles 13;Genève-Petit-Saconnex;Hab plusieurs logements;;23;Non;Oui;0.3;Oui;Oui;2010;1708.0;469;801540;801052.0;58512;Mazout. en [litres]. à 36 [MJ / litre];22265;;;;;20101025;225.9376;62.7752030744932
1010414.0;930225004134.0;Rue De-CANDOLLE 8;Genève-Cité;Habitation - activités;;7;Non;Oui;0.3;Oui;Oui;2010;1200.0;292;350856;350400.0;25612;Mazout. en [litres]. à 36 [MJ / litre];9746;;;;;20110621;162.88545;52.5664613297836
1001062.0;930225000828.0;Route d'Annecy 237;Bardonnex;Hab plusieurs logements;;8;Non;Oui;0.21;Non;Oui;2010;960.0;468;468392;449280.0;25761;Gaz. en [kWh]. à 3.3 [MJpci / kWhpcs];141937;;;;;20110310;239.62380000000002;62.8431066323276
1014852.0;930225016185.0;Rue de Lausanne 93;Genève-Petit-Saconnex;Hab. - rez activités;;22;Non;Oui;0.3;Oui;Oui;2010;2103.0;485;1021248;1019955.0;74551;Mazout. en [litres]. à 36 [MJ / litre];28368;;;;;20101103;277.0158;66.9947315054606
1009254.0;930225009935.0;Place de l'Eglise 6;Confignon;Habitation - activités;;2;Non;Non;0.3;Oui;Oui;2010;697.0;518;361594;361046.0;19887;Gaz. en [kWh]. à 3.3 [MJpci / kWhpcs];109574;;;;;20120209;342.1999;81.1667318122243
2039614.0;930225041272.0;Rue Ferdinand-HODLER 15;Genève-Cité;Habitation - activités;;22;Non;Oui;0.3;Oui;Oui;2010;2626.0;385;1011120;1011010.0;55611;Gaz. en [kWh]. à 3.3 [MJpci / kWhpcs];306400;;;;;20101127;361.01925;81.26413798982819
1011948.0;930225008696.0;Avenue Jules-CROSNIER 10;Genève-Plainpalais;Habitation - activités;;17;Oui;Oui;0.3;Oui;Oui;2010;2229.0;566;1261296;1261614.0;92074;Mazout. en [litres]. à 36 [MJ / litre];35036;;;;;20100905;268.1354;65.5379057819181
1010347.0;930225002119.0;Rue François-BELLOT 7;Genève-Cité;Habitation - activités;;8;Non;Oui;0.3;Oui;Oui;2010;1487.0;336;500148;499632.0;36510;Mazout. en [litres]. à 36 [MJ / litre];13893;;;;;20101108;281.16835;67.84073783574249
1016663.0;930225025652.0;Rue de Saint-Jean 22;Genève-Petit-Saconnex;Hab plusieurs logements;;6;Oui;Oui;0.3;Oui;Oui;2010;590.0;543;320529;320370.0;17629;Gaz. en [kWh]. à 3.3 [MJpci / kWhpcs];97130;;;;;20111021;203.69835;57.3079534055738
1004085.0;930225043459.0;Route des Coudres 60;Céligny;Habitation un logement;;0;Non;;0.3;Oui;Oui;2010;920.0;560;515304;515200.0;37617;Mazout. en [litres]. à 36 [MJ / litre];14314;;;;;20110614;244.51395;81.95892635440119
1013630.0;930225011940.0;Route de Frontenex 126;Genève-Eaux-Vives;Hab. - rez activités;;13;Non;Oui;0.5700000000000001;Oui;Oui;2010;1825.0;598;1091448;1091350.0;79675;Mazout. en [litres]. à 36 [MJ / litre];30318;;;;;20110210;218.85705;62.58121466926389
1011493.0;930225011860.0;Rue de Fribourg 14;Genève-Cité;Hab. - rez activités;;19;Non;Oui;0.29;Non;Oui;2010;1664.0;476;823746;792064.0;45306;Gaz. en [kWh]. à 3.3 [MJpci / kWhpcs];249620;;;;;20110624;262.70255;65.4027162274209
1021556.0;930225012872.0;Rue de la Golette 11A;Meyrin;Hab plusieurs logements;;15;Non;Oui;0.3;Oui;Oui;2010;1287.0;423;545282;544401.0;29990;Gaz. en [kWh]. à 3.3 [MJpci / kWhpcs];165237;;;;;20100827;249.38985;63.271931508728095
1015379.0;930225003794.0;Avenue De-BUDÉ 3;Genève-Petit-Saconnex;Hab plusieurs logements;;18;Non;Oui;0.3;Non;Oui;2010;2153.0;488;1090884;1050664.0;59998;Gaz. en [kWh]. à 3.3 [MJpci / kWhpcs];330571;;;;;20111212;256.98625;64.24384007847308
2039472.0;930225016166.0;Rue de Lausanne 65;Genève-Petit-Saconnex;Bureaux;;6;Non;Oui;0.3;Oui;Oui;2010;3913.0;265;1037952;1036945.0;75770;Mazout. en [litres]. à 36 [MJ / litre];28832;;;;;20101130;506.10925;98.3418506950799
1010813.0;930225000415.0;Rue des Alpes 17;Genève-Cité;Habitation - activités;;4;Non;Non;0.3;Oui;Oui;2010;1228.0;585;718668;718380.0;52462;Mazout. en [litres]. à 36 [MJ / litre];19963;;;;;20110418;191.96945;56.5209811933649
1014021.0;930225009760.0;Rue des Eaux-Vives 110;Genève-Eaux-Vives;Habitation - activités;;16;Non;Oui;0.3;Oui;Oui;2010;1324.0;389;514980;515036.0;37593;Mazout. en [litres]. à 36 [MJ / litre];14305;;;;;20100726;134.44155;46.4511244931138
1012042.0;930225009565.0;Avenue DUMAS 19A;Genève-Plainpalais;Hab. - rez activités;;21;Non;Oui;0.3;Oui;Oui;2010;1409.0;389;548964;548101.0;40074;Mazout. en [litres]. à 36 [MJ / litre];15249;;;;;20100803;202.2459;56.9615919473989
2749628.0;961203154655.0;Chemin DOTTRENS 20;Troinex;Hab plusieurs logements;;9;Non;;0.19;Oui;Non;2010;950.0;390;370590;370500.0;20382;Gaz. en [kWh]. à 3.3 [MJpci / kWhpcs];112300;;;;;20100629;247.33810000000003;62.9811753855468
1002078.0;930225035322.0;Rue de Bernex 248;Bernex;Habitation - activités;;8;Oui;Oui;0.3;Oui;Oui;2010;752.0;543;408672;408336.0;29833;Mazout. en [litres]. à 36 [MJ / litre];11352;;;;;20100914;249.25330000000002;64.41509695846459
1021597.0;930225023890.0;Rue de la Prulay 19;Meyrin;Hab plusieurs logements;;20;Non;Oui;0.3;Oui;Oui;2010;2751.0;618;1702100;1700118.0;93615;Gaz. en [kWh]. à 3.3 [MJpci / kWhpcs];515788;;;;;20100917;428.06;87.689848414267
1016238.0;930225005684.0;Rue des Charmilles 26;Genève-Petit-Saconnex;Habitation - activités;;54;Non;Oui;0.3;Oui;Oui;2010;3682.0;382;1406628;1406524.0;102683;Mazout. en [litres]. à 36 [MJ / litre];39073;;;;;20100813;528.60275;94.805670214987
1021654.0;930225029892.0;Avenue de Vaudagne 40;Meyrin;Hab plusieurs logements;;22;Non;Oui;0.3;Oui;Oui;2010;1416.0;586;830520;829776.0;60627;Mazout. en [litres]. à 36 [MJ / litre];23070;;;;;20100809;232.07325;60.9489126309741
1019352.0;930225001353.0;Rue du Bachet 8;Lancy;Habitation - activités;;36;Oui;Oui;0.3;Oui;Oui;2010;3301.0;330;1089534;1089330.0;59924;Gaz. en [kWh]. à 3.3 [MJpci / kWhpcs];330162;;;;;20100608;397.97985;80.53627624378571
2037290.0;930225007646.0;Rue des Confessions 19;Genève-Petit-Saconnex;Bureaux;;3;Non;;0.3;Oui;Oui;2010;92.0;621;57168;57132.0;4173;Mazout. en [litres]. à 36 [MJ / litre];1588;;;;;20110629;99.28175;46.0338508214806
2040852.0;930225019750.0;Avenue des Morgines 12;Lancy;Bureaux;;69;Non;Oui;0.15;Oui;Oui;2010;22810.0;49;1135080;1117690.0;39727;CADIOM. en [kWh]. à 3.6 [MJ / kWh];315300;;;;;20110621;268.25055;78.9399679023412
1011490.0;930225011854.0;Rue de Fribourg 8;Genève-Cité;Hab. - rez activités;;15;Non;Oui;0.3;Oui;Oui;2010;1135.0;512;581684;581120.0;31992;Gaz. en [kWh]. à 3.3 [MJpci / kWhpcs];176268;;;;;20100728;205.74075;57.3739317300656
11526865.0;961014090042.0;Chemin du Curé-DESCLOUDS 53;Thônex;Hab plusieurs logements;;10;Non;Non;0.3;Oui;Non;2010;975.0;535;521766;521625.0;28697;Gaz. en [kWh]. à 3.3 [MJpci / kWhpcs];158111;;;;;20110203;203.26405;57.408952494348
2037820.0;930225032307.0;Rue Arnold-WINKELRIED 4;Genève-Cité;Bureaux;;8;Non;Oui;0.0;Oui;Oui;2010;1778.0;170;302151;302260.0;16618;Gaz. en [kWh]. à 3.3 [MJpci / kWhpcs];91561;;;;;20100729;210.36;58.364758037798694
1002119.0;930225026353.0;Chemin de Saule 13;Bernex;Hab plusieurs logements;;6;Non;Oui;0.3;Oui;Oui;2010;475.0;501;237996;237975.0;17373;Mazout. en [litres]. à 36 [MJ / litre];6611;;;;;20100914;210.58705;58.9525548573495
295113527.0;50303134750.0;Avenue d'Aïre 73;Genève-Petit-Saconnex;Hab plusieurs logements;;0;Non;Non;0.3;Non;Non;2010;2261.0;260;610252;587860.0;33563;Gaz. en [kWh]. à 3.3 [MJpci / kWhpcs];184925;;;;;20110517;418.78285;87.7069710185731
1014642.0;930225008186.0;Rue CRESPIN 14;Genève-Eaux-Vives;Hab. - rez activités;;43;Non;Oui;0.3;Oui;Oui;2010;4369.0;541;2364552;2363629.0;172612;Mazout. en [litres]. à 36 [MJ / litre];65682;;;;;20110223;511.2862;98.83924000773828
