EGID;IDPADR;ADRESSE;COMMUNE;DESTINATION;SOURCE_CHALEUR;NBRE_PRENEUR;DIFC;SOUMIS_AU_CALCUL;PARTICIP_EAU_CHAUDE;CALCUL_SAISON;AVANT_93;ANNEE;SRE;INDICE;CONSOM_TOTALE;CONSO_CORRIGEE;EMISSION_CO2;AGENT_1;QUANTITE_AGENT_1;AGENT_2;QUANTITE_AGENT_2;AGENT_3;QUANTITE_AGENT_3;DATE_SAISIE;SHAPE.AREA;SHAPE.LEN
1013935.0;930225002481.0;Rue Henri-BLANVALET 20;Genève-Eaux-Vives;Hab plusieurs logements;;12;Non;Oui;0.3;Oui;Oui;2010;601.0;587;353281;352787.0;19430;Gaz. en [kWh]. à 3.3 [MJpci / kWhpcs];107055;;;;;20100709;143.57395;48.102622957530194
1012388.0;930225009607.0;Avenue Henri-DUNANT 6;Genève-Plainpalais;Habitation - activités;;22;Non;Oui;0.3;Oui;Oui;2010;2400.0;433;1038975;1039200.0;57143;Gaz. en [kWh]. à 3.3 [MJpci / kWhpcs];314841;;;;;20101006;246.56740000000002;66.9634738449435
1012055.0;930225009543.0;Avenue DUMAS 2;Genève-Plainpalais;Hab. - rez activités;;21;Non;Oui;0.3;Oui;Oui;2010;2093.0;471;987480;985803.0;72086;Mazout. en [litres]. à 36 [MJ / litre];27430;;;;;20100816;325.03180000000003;72.48355256667101
1011697.0;930225015360.0;Rue Jean-JAQUET 1;Genève-Cité;Hab. - rez activités;;16;Non;Oui;0.3;Oui;Oui;2010;988.0;433;428436;427804.0;31275;Mazout. en [litres]. à 36 [MJ / litre];11901;;;;;20110415;185.15105;57.5443198210253
1011593.0;930225020407.0;Rue de la Navigation 5;Genève-Cité;Habitation - activités;;18;Non;Oui;0.3;Oui;Oui;2010;1355.0;509;689688;689695.0;50347;Mazout. en [litres]. à 36 [MJ / litre];19158;;;;;20100729;231.34720000000002;64.9965500231717
1002005.0;930225026381.0;Chemin de Saule 55;Bernex;Hab plusieurs logements;;9;Non;Oui;0.3;Oui;Oui;2003;797.0;798;577800;636006.0;42179;Mazout. en [litres]. à 36 [MJ / litre];16050;;;;;20040319;281.8602;67.8080643813973
1025368.0;930225033549.0;Rue du Pré-Bouvier 29;Satigny;Bureaux;;15;Non;Oui;0.3;Non;Oui;2010;3603.0;338;1263528;1217814.0;92237;Mazout. en [litres]. à 36 [MJ / litre];35098;;;;;20110623;723.42525;111.42790630959101
1010453.0;930225013907.0;Rue des Granges 4;Genève-Cité;Hab plusieurs logements;;10;Non;Oui;0.3;Oui;Oui;2010;2245.0;348;781956;781260.0;57082;Mazout. en [litres]. à 36 [MJ / litre];21721;;;;;20100929;473.92870000000005;140.167100165658
1013532.0;930225000094.0;Quai Gustave-ADOR 28;Genève-Eaux-Vives;Hab. - rez activités;;14;Non;Oui;0.3;Non;Oui;2010;1347.0;561;784802;755667.0;43164;Gaz. en [kWh]. à 3.3 [MJpci / kWhpcs];237819;;;;;20110419;204.61360000000002;66.9872459454162
1010816.0;930225016408.0;Rue Ami-LÉVRIER 9;Genève-Cité;Habitation - activités;;43;Non;Oui;0.3;Oui;Oui;2010;2690.0;438;1179182;1178220.0;67222;Gaz. en [kWh]. à 3.3 [MJpci / kWhpcs];317477;Mazout. en [litres]. à 36 [MJ / litre];3653;;;20110131;394.42185;79.9034618436162
1012644.0;930225006750.0;Rue CINGRIA 5;Genève-Plainpalais;Habitation - activités;;32;Non;Oui;0.3;Oui;Oui;2010;1623.0;539;875340;874797.0;63899;Mazout. en [litres]. à 36 [MJ / litre];24315;;;;;20101019;284.07925;69.4447946054509
1028660.0;930225017272.0;Chemin De-MAISONNEUVE 12C;Vernier;Hab plusieurs logements;;45;Non;Oui;0.3;Oui;Oui;2010;3125.0;544;1702116;1700000.0;124254;Mazout. en [litres]. à 36 [MJ / litre];47281;;;;;20101122;623.58495;99.88678839592319
1002112.0;930225027647.0;Chemin Sous-le-Têt 21;Bernex;Hab plusieurs logements;;12;Non;Oui;0.3;Oui;Oui;2010;869.0;675;587196;586575.0;42865;Mazout. en [litres]. à 36 [MJ / litre];16311;;;;;20101005;267.9594;69.34591359764829
2035741.0;930401115817.0;Chemin de Floraire 5;Chêne-Bourg;Habitation - activités;;7;Non;Non;0.3;Oui;Non;2010;383.0;553;211939;211799.0;11656;Gaz. en [kWh]. à 3.3 [MJpci / kWhpcs];64224;;;;;20110520;220.6431;60.797533322449695
3132089.0;961014085937.0;Chemin du Curé-DESCLOUDS 45;Thônex;Hab plusieurs logements;;13;Non;Non;0.3;Oui;Non;2010;1175.0;438;515090;514650.0;28329;Gaz. en [kWh]. à 3.3 [MJpci / kWhpcs];156088;;;;;20100908;201.548;57.1893867313846
1014053.0;930225018477.0;Rue MERLE-D'AUBIGNÉ 25;Genève-Eaux-Vives;Hab. - rez activités;;22;Non;Oui;0.3;Oui;Oui;2010;1916.0;552;1058832;1057632.0;77294;Mazout. en [litres]. à 36 [MJ / litre];29412;;;;;20111026;252.35715;68.5482497936342
1015457.0;930225001460.0;Chemin du Champ-Baron 12;Genève-Petit-Saconnex;Hab plusieurs logements;;20;Non;Oui;0.3;Oui;Oui;2010;2651.0;574;1522836;1521674.0;111167;Mazout. en [litres]. à 36 [MJ / litre];42301;;;;;20110201;424.8234;81.2066083881287
1016329.0;930225003582.0;Rue de Bourgogne 6C;Genève-Petit-Saconnex;Hab plusieurs logements;;20;Non;Oui;0.3;Oui;Oui;2010;1308.0;457;598140;597756.0;43664;Mazout. en [litres]. à 36 [MJ / litre];16615;;;;;20101104;198.25585;58.2633371181431
295010458.0;970905171037.0;Rue de la Printanière 40;Genthod;Hab plusieurs logements;;7;Non;Non;0.3;Non;Non;2010;877.0;416;379189;364832.0;20855;Gaz. en [kWh]. à 3.3 [MJpci / kWhpcs];114906;;;;;20110316;303.92420000000004;77.747713558132
1011121.0;930225023071.0;Rue de la Poterie 34;Genève-Cité;Hab plusieurs logements;;15;Non;Oui;0.3;Oui;Oui;2010;1073.0;502;538704;538646.0;39325;Mazout. en [litres]. à 36 [MJ / litre];14964;;;;;20110823;169.6485;52.1371072913518
1021429.0;930225010978.0;Avenue de Feuillasse 3;Meyrin;Hab plusieurs logements;;12;Non;Oui;0.3;Oui;Oui;2010;1538.0;497;765180;764386.0;55858;Mazout. en [litres]. à 36 [MJ / litre];21255;;;;;20101112;230.7554;60.7669853762338
1012332.0;930225005196.0;Avenue de Champel 26;Genève-Plainpalais;Hab plusieurs logements;;25;Non;Oui;0.3;Non;Oui;2010;2580.0;407;1089648;1050060.0;79544;Mazout. en [litres]. à 36 [MJ / litre];30268;;;;;20110429;395.28815;81.3701596862237
1021551.0;930225012868.0;Rue de la Golette 8;Meyrin;Hab plusieurs logements;;8;Non;Oui;0.27;Oui;Oui;2010;690.0;571;394168;393990.0;21679;Gaz. en [kWh]. à 3.3 [MJpci / kWhpcs];119445;;;;;20100818;177.7526;54.222752173698005
1020217.0;930225026857.0;Chemin des Semailles 13A;Lancy;Hab plusieurs logements;;21;Non;Oui;0.3;Oui;Oui;2010;2366.0;521;1233324;1232686.0;90032;Mazout. en [litres]. à 36 [MJ / litre];34259;;;;;20101005;344.0838;81.08712537227201
1016639.0;930225012093.0;Avenue De-GALLATIN 8;Genève-Petit-Saconnex;Hab plusieurs logements;;15;Non;Oui;0.3;Oui;Oui;2010;1688.0;460;777384;776480.0;56749;Mazout. en [litres]. à 36 [MJ / litre];21594;;;;;20110222;228.9366;60.5658444010728
1010403.0;930225021752.0;Boulevard des Philosophes 3;Genève-Cité;Habitation - activités;;8;Non;Oui;0.3;Oui;Oui;2010;870.0;389;338580;338430.0;24716;Mazout. en [litres]. à 36 [MJ / litre];9405;;;;;20100716;148.4838;50.7953305252149
1010187.0;930225023764.0;Rue du Prince 8;Genève-Cité;Habitation - activités;;14;Non;Oui;0.3;Oui;Oui;2010;1391.0;496;690300;689936.0;50391;Mazout. en [litres]. à 36 [MJ / litre];19175;;;;;20100615;217.49375;59.0101967466849
1016393.0;930225003151.0;Avenue Henri-BORDIER 1A;Genève-Petit-Saconnex;Hab plusieurs logements;;6;Non;Oui;0.3;Oui;Oui;2010;462.0;709;327672;327558.0;23920;Mazout. en [litres]. à 36 [MJ / litre];9102;;;;;20101117;180.7871;56.9811610259435
2043414.0;930903143412.0;Chemin de Poussy 34;Vernier;Hab plusieurs logements;;9;Non;;0.35000000000000003;Oui;Non;2010;969.0;357;346516;345933.0;19058;Gaz. en [kWh]. à 3.3 [MJpci / kWhpcs];105005;;;;;20100817;211.06545;58.940943119980595
1012394.0;930225004467.0;Rue de Carouge 12;Genève-Plainpalais;Habitation - activités;;13;Non;Oui;0.3;Oui;Oui;2010;2598.0;419;1089792;1088562.0;79554;Mazout. en [litres]. à 36 [MJ / litre];30272;;;;;20101110;331.6403;73.2385720033752
1010664.0;930225021363.0;Rue du Perron 19;Genève-Cité;Hab. - rez activités;;20;Non;Oui;0.01;Oui;Oui;2010;533.0;561;299340;299013.0;21851;Mazout. en [litres]. à 36 [MJ / litre];8315;;;;;20110825;167.32995;52.725652023127196
1014653.0;930225011170.0;Route de Florissant 23;Genève-Eaux-Vives;Habitation - activités;;23;Non;Oui;0.3;Oui;Oui;2010;2394.0;468;1122192;1120392.0;81920;Mazout. en [litres]. à 36 [MJ / litre];31172;;;;;20110819;275.01715;67.8074963703288
1011992.0;930225045011.0;Avenue de Miremont 29BIS;Genève-Plainpalais;Hab plusieurs logements;;16;Non;Oui;0.3;Oui;Oui;2010;2152.0;456;982152;981312.0;71697;Mazout. en [litres]. à 36 [MJ / litre];27282;;;;;20100902;338.55510000000004;84.2928708192641
1025410.0;930225035484.0;Chemin du Sculpteur 4;Satigny;Hab plusieurs logements;;6;Non;Oui;0.3;Oui;Oui;2010;996.0;520;518040;517920.0;37816;Mazout. en [litres]. à 36 [MJ / litre];14390;;;;;20101213;339.44405;81.41858408088339
1013496.0;930225000086.0;Quai Gustave-ADOR 10;Genève-Eaux-Vives;Habitation - activités;;13;Non;Oui;0.3;Non;Oui;2010;2495.0;395;1022544;985525.0;74645;Mazout. en [litres]. à 36 [MJ / litre];28404;;;;;20110302;321.42785;72.1643903621335
1003490.0;940221164511.0;Rue des Moraines 13BIS;Carouge;Hab. - rez activités;;19;Non;;0.32;Oui;Non;2010;1685.0;535;902016;901475.0;65847;Mazout. en [litres]. à 36 [MJ / litre];25056;;;;;20100809;269.7156;68.5569760782106
1010807.0;930225002226.0;Rue de Berne 11;Genève-Cité;Hab. - rez activités;;14;Non;Oui;0.3;Oui;Oui;2010;1223.0;407;498564;497761.0;36395;Mazout. en [litres]. à 36 [MJ / litre];13849;;;;;20101104;223.70065;59.8274565582093
1019407.0;930225020804.0;Chemin des Palettes 17;Lancy;Hab plusieurs logements;;26;Non;Oui;0.3;Oui;Oui;2010;2733.0;504;1378332;1377432.0;100618;Mazout. en [litres]. à 36 [MJ / litre];38287;;;;;20100726;411.6804;83.2000865456926
1011853.0;930225032310.0;Rue Emile-YUNG 1;Genève-Plainpalais;Habitation - activités;;23;Non;Oui;0.3;Oui;Oui;2010;3160.0;556;1759243;1756960.0;96758;Gaz. en [kWh]. à 3.3 [MJpci / kWhpcs];533104;;;;;20110310;451.27175;91.8549429018259
1011902.0;930225018008.0;Rue MARIGNAC 5;Genève-Plainpalais;Hab plusieurs logements;;19;Non;Oui;0.3;Oui;Oui;2010;2508.0;470;1179396;1178760.0;86095;Mazout. en [litres]. à 36 [MJ / litre];32761;;;;;20101029;295.2106;83.40955605872439
1010450.0;930225028182.0;Place de la Taconnerie 10;Genève-Cité;Hab. - rez activités;;13;Non;Oui;0.3;Oui;Oui;2010;2236.0;442;990000;988312.0;72270;Mazout. en [litres]. à 36 [MJ / litre];27500;;;;;20100908;393.427;93.1075074773613
1015109.0;970826145050.0;Rue du Vidollet 10;Genève-Petit-Saconnex;Hab plusieurs logements;;0;Non;;0.3;Oui;Non;2010;1238.0;564;698256;698232.0;50972;Mazout. en [litres]. à 36 [MJ / litre];19396;;;;;20100908;184.60670000000002;56.4990878852856
2042606.0;930225010557.0;Rue du Faubourg 29;Soral;Hab plusieurs logements;;7;Non;Oui;0.3;Oui;Oui;2005;618.0;429;255060;265122.0;18619;Mazout. en [litres]. à 36 [MJ / litre];7085;;;;;20050822;260.28275;66.1538297140057
1009155.0;930225032145.0;Chemin de Vuillonnex 13;Confignon;Hab plusieurs logements;;6;Non;Oui;0.3;Oui;Oui;2010;793.0;332;263448;263276.0;19231;Mazout. en [litres]. à 36 [MJ / litre];7318;;;;;20110211;198.87815;57.5876380370458
1020203.0;930225026844.0;Chemin des Semailles 6A;Lancy;Hab plusieurs logements;;6;Non;Oui;0.3;Oui;Oui;2010;507.0;478;242604;242346.0;17710;Mazout. en [litres]. à 36 [MJ / litre];6739;;;;;20101118;173.8954;55.8763996814605
1016325.0;930225020943.0;Rue Joseph-PASQUIER 1;Genève-Petit-Saconnex;Hab plusieurs logements;;27;Non;Oui;0.36;Oui;Oui;2010;1548.0;622;963396;962856.0;70327;Mazout. en [litres]. à 36 [MJ / litre];26761;;;;;20110405;235.6749;67.0169324284046
1010350.0;930225002123.0;Rue François-BELLOT 11;Genève-Cité;Hab plusieurs logements;;9;Non;Oui;0.3;Oui;Oui;2010;1352.0;301;407517;406952.0;22413;Gaz. en [kWh]. à 3.3 [MJpci / kWhpcs];123490;;;;;20101122;224.43200000000002;60.091526127485196
1015146.0;930225013514.0;Rue du Grand-Pré 14;Genève-Petit-Saconnex;Hab plusieurs logements;;15;Non;Oui;0.3;Oui;Oui;2010;1603.0;321;515621;514563.0;28359;Gaz. en [kWh]. à 3.3 [MJpci / kWhpcs];156249;;;;;20110531;217.6798;59.44610535894049
1011589.0;930225020410.0;Rue de la Navigation 9;Genève-Cité;Hab plusieurs logements;;11;Non;Oui;0.36;Oui;Oui;2010;1071.0;634;678924;679014.0;49561;Mazout. en [litres]. à 36 [MJ / litre];18859;;;;;20110825;177.99265;54.69165972616789
1031543.0;930225004681.0;Chemin de CASTELVER 4;Veyrier;Habitation - activités;;23;Non;Oui;0.3;Oui;Oui;2010;2249.0;533;1199556;1198717.0;87567;Mazout. en [litres]. à 36 [MJ / litre];33321;;;;;20100830;501.98515;93.829916983789
1002379.0;930225035401.0;Rue de Bernex 321;Bernex;Hab plusieurs logements;;6;Non;Oui;0.3;Oui;Oui;2010;420.0;650;273024;273000.0;19930;Mazout. en [litres]. à 36 [MJ / litre];7584;;;;;20100824;160.19295;50.682807615295694
1016386.0;930225027446.0;Rue SOUBEYRAN 12;Genève-Petit-Saconnex;Hab. - rez activités;;4;Non;;0.34;Oui;Oui;2005;392.0;598;226224;234416.0;16514;Mazout. en [litres]. à 36 [MJ / litre];6284;;;;;20060808;465.488;86.5639683076081
1012838.0;930225004513.0;Rue de Carouge 68;Genève-Plainpalais;Hab. - rez activités;;16;Non;Oui;0.3;Oui;Oui;2010;1562.0;522;816608;815364.0;44913;Gaz. en [kWh]. à 3.3 [MJpci / kWhpcs];247457;;;;;20100913;221.1149;60.9280923177423
1011732.0;930225015373.0;Rue Jean-JAQUET 16;Genève-Cité;Hab plusieurs logements;;32;Non;Oui;0.33;Oui;Oui;2010;1994.0;698;1393444;1391812.0;76639;Gaz. en [kWh]. à 3.3 [MJpci / kWhpcs];422256;;;;;20101208;299.5878;72.1109507802278
1022088.0;930225002746.0;Avenue du Bois-de-la-Chapelle 13;Onex;Hab plusieurs logements;;125;Non;Oui;0.3;Oui;Oui;2010;10267.0;483;4964443;4958961.0;173755;CADIOM. en [kWh]. à 3.6 [MJ / kWh];1379012;;;;;20101122;663.4696;105.06311669715001
1012545.0;980604091648.0;Rue de Carouge 39;Genève-Plainpalais;Habitation - activités;;15;Non;Non;0.33;Oui;Non;2010;1647.0;374;616027;615978.0;33881;Gaz. en [kWh]. à 3.3 [MJpci / kWhpcs];186675;;;;;20100726;191.51285000000001;56.523981891690596
9082298.0;970502171539.0;Avenue des Tilleuls 7;Genève-Petit-Saconnex;Autre bât. d'activités;;28;Non;Non;0.2;Oui;Non;2010;1178.0;366;431725;431148.0;23744;Gaz. en [kWh]. à 3.3 [MJpci / kWhpcs];130826;;;;;20101025;214.33515;70.3703605887052
1019069.0;930225020676.0;Place des Ormeaux 9;Lancy;Hab plusieurs logements;;7;Oui;Oui;0.3;Oui;Oui;2010;461.0;342;158004;157662.0;11534;Mazout. en [litres]. à 36 [MJ / litre];4389;;;;;20101206;179.9651;56.8514942590288
1012522.0;930225004502.0;Rue de Carouge 57;Genève-Plainpalais;Hab. - rez activités;;42;Non;Oui;0.3;Oui;Oui;2010;3518.0;570;2006460;2005260.0;146471;Mazout. en [litres]. à 36 [MJ / litre];55735;;;;;20110808;415.19890000000004;85.2998271784538
1013795.0;930225015933.0;Rue Adrien-LACHENAL 19;Genève-Eaux-Vives;Hab plusieurs logements;;11;Non;Oui;0.3;Oui;Oui;2010;620.0;665;412546;412300.0;22690;Gaz. en [kWh]. à 3.3 [MJpci / kWhpcs];125014;;;;;20110126;158.0449;50.2966116250393
1021558.0;930225012874.0;Rue de la Golette 12;Meyrin;Hab plusieurs logements;;8;Non;Oui;0.27;Oui;Oui;2010;699.0;571;399309;399129.0;21962;Gaz. en [kWh]. à 3.3 [MJpci / kWhpcs];121003;;;;;20100818;177.71805;54.2227524258725
1029160.0;930225000261.0;Route d'Aïre 140;Vernier;Hab plusieurs logements;;17;Non;Oui;0.3;Oui;Oui;2008;1200.0;435;513288;522000.0;37470;Mazout. en [litres]. à 36 [MJ / litre];14258;;;;;20081202;309.9486;71.13739485374602
1015969.0;930225032251.0;Avenue WENDT 12;Genève-Petit-Saconnex;Hab plusieurs logements;;22;Non;Oui;0.23;Oui;Oui;2010;1393.0;708;987048;986244.0;72054;Mazout. en [litres]. à 36 [MJ / litre];27418;;;;;20100901;199.71114999999998;59.939225678568
1013682.0;930225028508.0;Chemin Frank-THOMAS 24;Genève-Eaux-Vives;Habitation - activités;;17;Non;Oui;0.3;Oui;Oui;2010;1365.0;552;753408;753480.0;54998;Mazout. en [litres]. à 36 [MJ / litre];20928;;;;;20101206;272.84950000000003;67.5240816831777
1014587.0;930225011182.0;Route de Florissant 55BIS;Genève-Eaux-Vives;Hab. - rez activités;;38;Non;Oui;0.3;Oui;Oui;2010;2575.0;720;1856032;1854000.0;102081;Gaz. en [kWh]. à 3.3 [MJpci / kWhpcs];562434;;;;;20110224;389.17035;79.3484068617133
1010153.0;930225024524.0;Rue du Rhône 40;Genève-Cité;Bureaux;;41;Oui;Oui;0.05;Oui;Oui;2010;8914.0;252;2248405;2246328.0;123662;Gaz. en [kWh]. à 3.3 [MJpci / kWhpcs];681335;;;;;20120830;989.1247000000001;142.040061533545
1022600.0;930225023758.0;Chemin des Primevères 7;Perly-Certoux;Hab plusieurs logements;;9;Non;Oui;0.3;Oui;Oui;2010;740.0;778;576036;575720.0;42050;Mazout. en [litres]. à 36 [MJ / litre];16001;;;;;20100628;190.33145;55.444276136937894
2034856.0;930225029956.0;Rue VAUTIER 17C;Carouge;Bureaux;;2;Non;;0.3;Non;Oui;2003;277.0;524;140005;145148.0;7700;Gaz. en [kWh]. à 3.3 [MJpci / kWhpcs];42426;;;;;20040308;118.02560000000001;58.200320211515496
1011885.0;930225001062.0;Rue de l'Athénée 36;Genève-Plainpalais;Résidence meublée;;55;Non;Oui;0.28;Oui;Oui;2001;3861.0;541;1803132;2088801.0;131628;Mazout. en [litres]. à 36 [MJ / litre];50087;;;;;;481.53245;92.6160066233573
1013746.0;930225031751.0;Rue VIOLLIER 11;Genève-Eaux-Vives;Hab plusieurs logements;;16;Non;Oui;0.3;Oui;Oui;2010;2384.0;454;1082628;1082336.0;79031;Mazout. en [litres]. à 36 [MJ / litre];30073;;;;;20100908;287.7497;68.33728019388089
2038591.0;930225024510.0;Rue du Rhône 7;Genève-Cité;Bureaux;;11;Non;Oui;0.3;Oui;Oui;2010;4315.0;363;1566120;1566345.0;86136;Gaz. en [kWh]. à 3.3 [MJpci / kWhpcs];474582;;;;;20120605;286.37765;67.81236272844849
295113241.0;61219142704.0;Chemin du Pré-de-la-Croix 14;Collonge-Bellerive;Hab plusieurs logements;;0;Non;Non;0.3;Non;Non;2010;1145.0;234;279067;267930.0;15348;Gaz. en [kWh]. à 3.3 [MJpci / kWhpcs];84566;;;;;20110523;309.34775;76.5992137456925
1026260.0;930225019209.0;Route de Mon-Idée 59;Thônex;Habitation - activités;;59;Non;Oui;0.3;Oui;Oui;2010;2610.0;776;2027160;2025360.0;111493;Gaz. en [kWh]. à 3.3 [MJpci / kWhpcs];614291;;;;;20100827;287.2446;67.79045459834819
1016591.0;930225000212.0;Avenue d'Aïre 56;Genève-Petit-Saconnex;Hab. - rez activités;;29;Non;Oui;0.3;Oui;Oui;2010;4206.0;564;2372904;2372184.0;173221;Mazout. en [litres]. à 36 [MJ / litre];65914;;;;;20111102;284.2008;71.3306539007928
1010989.0;930225009007.0;Rue DAUBIN 34;Genève-Cité;Hab. - rez activités;;52;Non;Oui;0.3;Oui;Oui;2010;4712.0;605;2853288;2850760.0;208290;Mazout. en [litres]. à 36 [MJ / litre];79258;;;;;20100716;519.41575;111.763209848653
1015455.0;930225001458.0;Chemin du Champ-Baron 8;Genève-Petit-Saconnex;Hab plusieurs logements;;22;Non;Oui;0.3;Oui;Oui;2010;2651.0;574;1522836;1521674.0;111167;Mazout. en [litres]. à 36 [MJ / litre];42301;;;;;20110201;426.86065;81.38395349583429
1010302.0;930225028857.0;Rue Rodolphe-TOEPFFER 17;Genève-Cité;Habitation - activités;;14;Non;Oui;0.3;Oui;Oui;2010;2710.0;429;1164600;1162590.0;85015;Mazout. en [litres]. à 36 [MJ / litre];32350;;;;;20100803;547.1388000000001;103.465204230422
1013324.0;930225013236.0;Rue du Grand-Bureau 23;Genève-Plainpalais;Hab plusieurs logements;;19;Non;Oui;0.3;Oui;Oui;2010;1400.0;662;927828;926800.0;67731;Mazout. en [litres]. à 36 [MJ / litre];25773;;;;;20110601;203.72755;60.3104264880195
1011159.0;930225029352.0;Rue TRONCHIN 26;Genève-Cité;Hab. - rez activités;;18;Non;Oui;0.3;Oui;Oui;2010;1544.0;456;704335;704064.0;38738;Gaz. en [kWh]. à 3.3 [MJpci / kWhpcs];213435;;;;;20110119;266.03765;69.0240279851068
1015908.0;930225021832.0;Avenue Ernest-PICTET 32;Genève-Petit-Saconnex;Habitation - activités;;83;Non;Oui;0.3;Non;Oui;2010;6403.0;500;3323530;3201500.0;221240;Mazout. en [litres]. à 36 [MJ / litre];59330;Gaz. en [kWh]. à 3.3 [MJpci / kWhpcs];359894;;;20110517;548.69465;101.204127682865
1013745.0;930225031750.0;Rue VIOLLIER 9;Genève-Eaux-Vives;Hab plusieurs logements;;17;Non;Oui;0.3;Oui;Oui;2010;2384.0;454;1082628;1082336.0;79031;Mazout. en [litres]. à 36 [MJ / litre];30073;;;;;20100908;305.8789;71.7091133800831
1011088.0;930225016985.0;Rue de Lyon 40;Genève-Cité;Hab plusieurs logements;;23;Non;Oui;0.3;Oui;Oui;2010;1577.0;530;837067;835810.0;47658;Gaz. en [kWh]. à 3.3 [MJpci / kWhpcs];226384;Mazout. en [litres]. à 36 [MJ / litre];2500;;;20101005;193.9067;55.919685865102494
1014119.0;930225019541.0;Rue de Montchoisy 8;Genève-Eaux-Vives;Hab plusieurs logements;;14;Non;Oui;0.3;Oui;Oui;2010;1201.0;456;547720;547656.0;30124;Gaz. en [kWh]. à 3.3 [MJpci / kWhpcs];165976;;;;;20101004;173.0326;53.1379959650606
1011873.0;930225007694.0;Rue de Contamines 27;Genève-Plainpalais;Hab plusieurs logements;;23;Non;Oui;0.3;Oui;Oui;2010;2096.0;492;1031220;1031232.0;75279;Mazout. en [litres]. à 36 [MJ / litre];28645;;;;;20100826;241.0565;64.5338558536629
1013165.0;930225026175.0;Avenue de Sainte-Clotilde 20;Genève-Plainpalais;Habitation - activités;;55;Non;Oui;0.27;Oui;Oui;2005;4231.0;458;1863108;1937798.0;136006;Mazout. en [litres]. à 36 [MJ / litre];51753;;;;;20060808;325.3845;72.86257560888109
1010927.0;930225005513.0;Rue de Chantepoulet 7;Genève-Cité;Hab. - rez activités;;17;Non;Oui;0.3;Oui;Oui;2010;2256.0;349;787835;787344.0;43330;Gaz. en [kWh]. à 3.3 [MJpci / kWhpcs];238738;;;;;20100810;283.33055;81.4819447189513
295030341.0;11015123450.0;Chemin des Coudriers 9;Vernier;Hab plusieurs logements;;18;Oui;Non;0.28;Oui;Non;2010;2330.0;458;1068084;1067140.0;58744;Gaz. en [kWh]. à 3.3 [MJpci / kWhpcs];323662;;;;;20100722;422.72595;88.1986780829766
1012498.0;930225004525.0;Rue de Carouge 83;Genève-Plainpalais;Hab. - rez activités;;14;Non;Oui;0.3;Oui;Oui;2010;1061.0;563;598065;597343.0;32893;Gaz. en [kWh]. à 3.3 [MJpci / kWhpcs];181232;;;;;20100715;174.13735;52.7803006432048
1016601.0;930225009225.0;Avenue du Devin-du-Village 6;Genève-Petit-Saconnex;Hab plusieurs logements;;31;Non;Oui;0.3;Oui;Oui;2010;2550.0;59;151806;150450.0;8349;Gaz. en [kWh]. à 3.3 [MJpci / kWhpcs];46002;;;;;20110127;314.82885;81.1183980149003
1014133.0;930225019549.0;Rue de Montchoisy 20;Genève-Eaux-Vives;Hab. - rez activités;;32;Non;Oui;0.3;Oui;Oui;2010;2849.0;489;1394100;1393161.0;101769;Mazout. en [litres]. à 36 [MJ / litre];38725;;;;;20111122;411.29510000000005;84.4799780112543
1024907.0;930225034836.0;Rue de Graman 62;Puplinge;Hab. - rez activités;;13;Non;Oui;0.3;Oui;Oui;2010;795.0;602;478651;478590.0;26325;Gaz. en [kWh]. à 3.3 [MJpci / kWhpcs];145046;;;;;20100825;257.20955;65.9473464828692
1011672.0;930225020885.0;Rue des Pâquis 18;Genève-Cité;Hab. - rez activités;;28;Non;Oui;0.3;Oui;Oui;2010;2239.0;440;986760;985160.0;72033;Mazout. en [litres]. à 36 [MJ / litre];27410;;;;;20110113;319.8261;74.4134659496998
1003370.0;930225011412.0;Rue de la Fontenette 5;Carouge;Hab. - rez activités;;16;Non;Oui;0.3;Oui;Oui;2010;764.0;608;465102;464512.0;25580;Gaz. en [kWh]. à 3.3 [MJpci / kWhpcs];140940;;;;;20101116;205.99545;61.616344137934895
1011344.0;930225019493.0;Rue de Montbrillant 4;Genève-Cité;Hab. - rez activités;;21;Non;Oui;0.36;Oui;Oui;2010;1421.0;617;876889;876757.0;48228;Gaz. en [kWh]. à 3.3 [MJpci / kWhpcs];265724;;;;;20110825;280.70815;72.5416030852785
295060030.0;31217081412.0;Route de Gy 120;Gy;Hab plusieurs logements;;5;Non;Non;0.3;Oui;Non;2010;528.0;461;243684;243408.0;17788;Mazout. en [litres]. à 36 [MJ / litre];6769;;;;;20110205;120.59125;45.786932071526
1003417.0;930225011425.0;Rue de la Fontenette 21;Carouge;Habitation - activités;;17;Non;Oui;0.3;Oui;Oui;2010;1801.0;384;691973;691584.0;38058;Gaz. en [kWh]. à 3.3 [MJpci / kWhpcs];209689;;;;;20101121;236.6799;61.7114727009353
1006962.0;930225014701.0;Route d'Hermance 133;Collonge-Bellerive;Hab. - rez activités;;9;Non;Oui;0.3;Oui;Oui;2010;929.0;472;439236;438488.0;32064;Mazout. en [litres]. à 36 [MJ / litre];12201;;;;;20110818;212.94;58.9806722273448
1006967.0;930225014707.0;Route d'Hermance 139;Collonge-Bellerive;Hab plusieurs logements;;10;Non;Oui;0.3;Oui;Oui;2010;929.0;472;439236;438488.0;32064;Mazout. en [litres]. à 36 [MJ / litre];12201;;;;;20110818;384.67150000000004;98.8537786361799
